Species	Common.x	Category.x	Common.y	Category.y
Acrotriche depressa	Native currant	Domesticated Plant Fruit	NA	NA
Adansonia	Kuka	Domesticated Plant Vegetable	NA	NA
Agave fourcroydes	Sisal	Domesticated Plant Other	NA	NA
Aglaia teysmanniana	Aglaia teysmanniana	Domesticated Plant Fruit	NA	NA
Alaria esculenta	Dabberlocks (Badderlocks)	Domesticated Plant Vegetable	NA	NA
Allium ampeloprasum 	Elephant garlic	Domesticated Plant Vegetable	NA	NA
Allium ampeloprasum 	Kurrat	Domesticated Plant Vegetable	NA	NA
Allium ampeloprasum 	Pearl onion	Domesticated Plant Vegetable	NA	NA
Allium cepa 	Potato onion	Domesticated Plant Vegetable	NA	NA
Allium cepa 	Shallot	Domesticated Plant Vegetable	NA	NA
Allium sativum	Garlic	Domesticated Plant Vegetable	NA	NA
Allium schoenoprasum	Chives	Domesticated Plant Vegetable	NA	NA
Allium tricoccum	Wild leek	Domesticated Plant Vegetable	NA	NA
Allium wakegi	Spring onion / Scallion	Domesticated Plant Vegetable	NA	NA
Alpinia galanga	Galangal	Domesticated Plant Vegetable	NA	NA
Amaranthus hybridus	"c(""green pigweed"", ""smooth amaranth"", ""smooth pigweed"", ""slim amaranth"")"	Domesticated Plant Student	NA	NA
Anethum graveolens	Dill	Domesticated Plant Vegetable	NA	NA
Annona conica	Annona conica	Domesticated Plant Fruit	NA	NA
Annona crassiflora	Marolo	Domesticated Plant Fruit	NA	NA
Annona diversifolia	Ilama	Domesticated Plant Fruit	NA	NA
Annona scleroderma	Cawesh	Domesticated Plant Fruit	NA	NA
Annona senegalensis	African custard-apple	Domesticated Plant Fruit	NA	NA
Annona squamosa × annona cherimola	Atemoya	Domesticated Plant Fruit	NA	NA
Apium graveolens 	Celeriac	Domesticated Plant Vegetable	NA	NA
Archirhodomyrtus beckleri	Small-leaved myrtle berry	Domesticated Plant Fruit	NA	NA
Arctostaphylos uva-ursi	Bearberry	Domesticated Plant Fruit	NA	NA
Ardisia elliptica	Shoebutton ardisia	Domesticated Plant Fruit	NA	NA
Aristotelia chilensis	Maqui berry	Domesticated Plant Fruit	NA	NA
Armoracia rusticana	Horseradish	Domesticated Plant Vegetable	NA	NA
Artocarpus hirsutus	Wild jack	Domesticated Plant Fruit	NA	NA
Artocarpus hypargyreus	Kwai muk	Domesticated Plant Fruit	NA	NA
Austromyrtus dulcis	Midgen berry	Domesticated Plant Fruit	NA	NA
Avena	Oats	Domesticated Plant Cereal	NA	NA
Azadirachta indica	Neem	Domesticated Plant Fruit	NA	NA
Bambusa vulgarisPhyllostachys edulis	Bamboo shoot	Domesticated Plant Vegetable	NA	NA
Begonia x hiemalis	NA	Domesticated Plant Student	NA	NA
Berberis darwinii	Darwin's barberry	Domesticated Plant Fruit	NA	NA
Berberis vulgaris	Barberry	Domesticated Plant Fruit	NA	NA
Beta vulgaris cicla 	Swiss chard	Domesticated Plant Vegetable	NA	NA
Beta vulgaris maritima	Sea beet	Domesticated Plant Vegetable	NA	NA
Beta vulgaris vulgaris	Beet (greens)	Domesticated Plant Vegetable	NA	NA
Beta vulgaris vulgaris	Beetroot	Domesticated Plant Vegetable	NA	NA
Billardiera cymosa	Sweet apple-berry	Domesticated Plant Fruit	NA	NA
Billardiera longiflora	Purple apple-berry	Domesticated Plant Fruit	NA	NA
Billardiera scandens	Apple berry	Domesticated Plant Fruit	NA	NA
Boquila trifoliolata	Boquila	Domesticated Plant Fruit	NA	NA
Brassica rapa 	Bok choy (白菜)	Domesticated Plant Vegetable	NA	NA
Brassica rupestris	mustard	Domesticated Plant Student	NA	NA
Buchanania arborescens	Little gooseberry	Domesticated Plant Fruit	NA	NA
Buchanania obovata	Green plum	Domesticated Plant Fruit	NA	NA
Bunchosia glandulifera	Peanut butter fruit	Domesticated Plant Fruit	NA	NA
Calamus manillensis	Yantok	Domesticated Plant Fruit	NA	NA
Calligonum junceum	Calligonum junceum	Domesticated Plant Fruit	NA	NA
Callophyllis variegata	Carola	Domesticated Plant Vegetable	NA	NA
Camassia	Camas	Domesticated Plant Vegetable	NA	NA
Canna	Canna	Domesticated Plant Vegetable	NA	NA
Cannabis indica	Marijuana	Domesticated Plant Other	NA	NA
Capparis mitchellii	Wild orange	Domesticated Plant Fruit	NA	NA
Capsella bursa-pastoris	Shepherd's purse	Domesticated Plant Vegetable	NA	NA
Capsicum annuum 	Sweet pepper	Domesticated Plant Vegetable	NA	NA
Carpobrotus glaucescens	Angular sea-fig	Domesticated Plant Fruit	NA	NA
Carpobrotus rossii	Karkalla fruit	Domesticated Plant Fruit	NA	NA
Cassytha melantha	Coarse dodder-laurel fruit	Domesticated Plant Fruit	NA	NA
Caulerpa	Sea grape	Domesticated Plant Vegetable	NA	NA
Celtis occidentalis	Hackberry	Domesticated Plant Fruit	NA	NA
Cercocebus atys	Sooty Mangabey	Domesticated Plant Student	NA	NA
Cereus repandus	Peruvian apple cactus fruit	Domesticated Plant Fruit	NA	NA
Chenopodium bonus-henricus	Good King Henry	Domesticated Plant Vegetable	NA	NA
Chenopodum quinoa	Quinoa	Domesticated Plant Cereal	NA	NA
Chrysanthemum coronarium	Garland Chrysanthemum	Domesticated Plant Vegetable	NA	NA
Cinnamomum verum	Cinnamon	Domesticated Plant Other	NA	NA
Citrofortunella microcarpa	Calamondin	Domesticated Plant Fruit	NA	NA
Citropsis articulata	African cherry orange	Domesticated Plant Fruit	NA	NA
Citrullus Lanatus	Water melon	Domesticated Plant Vegetable	NA	NA
Citrus	Citrus	Domesticated Plant Fruit	NA	NA
Citrus × clementina	Clementine	Domesticated Plant Fruit	NA	NA
Citrus × depressa	Taiwan tangerine	Domesticated Plant Fruit	NA	NA
Citrus × iyo	Iyokan	Domesticated Plant Fruit	NA	NA
Citrus × limonia	Rangpur	Domesticated Plant Fruit	NA	NA
Citrus × limonimedica	Florentine citron	Domesticated Plant Fruit	NA	NA
Citrus × meyeri	Meyer lemon	Domesticated Plant Fruit	NA	NA
Citrus × natsudaidai	Amanatsu	Domesticated Plant Fruit	NA	NA
Citrus × paradisi	Grapefruit	Domesticated Plant Fruit	NA	NA
Citrus × pyriformis	Ponderosa lemon	Domesticated Plant Fruit	NA	NA
Citrus × sinensis	Orange	Domesticated Plant Fruit	NA	NA
Citrus × sinensis 'Blood Orange'	Blood orange	Domesticated Plant Fruit	NA	NA
Citrus × tangelo	Tangelo	Domesticated Plant Fruit	NA	NA
Citrus aurantiifolia	Key Lime	Domesticated Plant Student	NA	NA
Citrus aurantium	sour orange	Domesticated Plant Student	NA	NA
Citrus australasica var. sanguinea × 'Ellendale Mandarin'	Blood lime	Domesticated Plant Fruit	NA	NA
Citrus bergamia	Bergamot orange	Domesticated Plant Fruit	NA	NA
Citrus cavaleriei	Ichang papeda	Domesticated Plant Fruit	NA	NA
Citrus cavaleriei × citrus	Shangjuan	Domesticated Plant Fruit	NA	NA
Citrus flaviculpus	Ōgonkan	Domesticated Plant Fruit	NA	NA
Citrus flaviculpus × citrus unshiu	Shonan gold	Domesticated Plant Fruit	NA	NA
Citrus glauca	Desert lime	Domesticated Plant Fruit	NA	NA
Citrus grandis × citrus paradisi	Oroblanco	Domesticated Plant Fruit	NA	NA
Citrus junos	Yuzu	Domesticated Plant Fruit	NA	NA
Citrus limetta	Sweet limetta	Domesticated Plant Fruit	NA	NA
Citrus limon	Lemon	Domesticated Plant Fruit	NA	NA
Citrus mangshanensis	Mangshanyegan	Domesticated Plant Fruit	NA	NA
Citrus margarita	Oval kumquat	Domesticated Plant Fruit	NA	NA
Citrus margarita 'Centennial Variegated Kumquat'	Centennial variegated kumquat	Domesticated Plant Fruit	NA	NA
Citrus medica ssp. bajoura	Bajoura citron	Domesticated Plant Fruit	NA	NA
Citrus medica var. ethrog	Etrog	Domesticated Plant Fruit	NA	NA
Citrus medica var. sarcodactylis	Buddha's hand	Domesticated Plant Fruit	NA	NA
Citrus myrtifolia	Myrtle-leaved orange	Domesticated Plant Fruit	NA	NA
Citrus nobilis × citrus × deliciosa	Kinnow	Domesticated Plant Fruit	NA	NA
Citrus obovata	Jiangsu kumquat	Domesticated Plant Fruit	NA	NA
Citrus reticulata × citrus paradisi	Ugli fruit	Domesticated Plant Fruit	NA	NA
Citrus reticulata × sinensis	Cam sành	Domesticated Plant Fruit	NA	NA
Citrus reticulata × sinensis	Tangor	Domesticated Plant Fruit	NA	NA
Citrus sinensis	Sweet orange	Domesticated Plant Student	NA	NA
Citrus sphaerocarpa	Kabosu	Domesticated Plant Fruit	NA	NA
Citrus sudachi	Sudachi	Domesticated Plant Fruit	NA	NA
Citrus tamurana	Hyuganatsu	Domesticated Plant Fruit	NA	NA
Citrus tangerina	Tangerine	Domesticated Plant Fruit	NA	NA
Citrus unshiu	Satsuma mandarin	Domesticated Plant Fruit	NA	NA
Cladosiphon okamuranus	Mozuku	Domesticated Plant Vegetable	NA	NA
Cnidoscolus aconitifolius aconitifolius	Chaya	Domesticated Plant Vegetable	NA	NA
Coccoloba diversifolia	Pigeon plum	Domesticated Plant Fruit	NA	NA
Cocos nucifera var. aurantiaca	King coconut	Domesticated Plant Fruit	NA	NA
Cola acuminata	Cola	Domesticated Plant Other	NA	NA
Conopodium majus	Pignut	Domesticated Plant Vegetable	NA	NA
Corchorus capsularis	White Jute	Domesticated Plant Other	NA	NA
Corchorus capsularis	Tossa Jute	Domesticated Plant Other	NA	NA
Corchorus olitoriusCorchorus capsularis	Melokhia	Domesticated Plant Vegetable	NA	NA
Coriandrum sativum	Cilantro	Domesticated Plant Other	NA	NA
Cornus × unalaschkensis	Alaskan bunchberry	Domesticated Plant Fruit	NA	NA
Cornus canadensis	Canadian bunchberry	Domesticated Plant Fruit	NA	NA
Coturnix japonica	Japanese Quail	Domesticated Plant Student	NA	NA
Crassocephalum	Sierra Leone bologi	Domesticated Plant Vegetable	NA	NA
Crataegus rhipidophylla	Hawthorn	Domesticated Plant Fruit	NA	NA
Croceus sativus	Saffron	Domesticated Plant Other	NA	NA
Cucumis melo 'Collective Farm Woman Melon'	Collective farm woman melon	Domesticated Plant Fruit	NA	NA
Cucumis melo 'Crane Melon'	Crane melon	Domesticated Plant Fruit	NA	NA
Cucumis melo 'Crenshaw Melon'	Crenshaw melon	Domesticated Plant Fruit	NA	NA
Cucumis melo 'Sprite Melon'	Sprite melon	Domesticated Plant Fruit	NA	NA
Cucumis melo 'Tigger Melon'	Tigger melon	Domesticated Plant Fruit	NA	NA
Cucumis melo var. cantalupensis	European cantaloupe	Domesticated Plant Fruit	NA	NA
Cucumis melo var. flexuosus	Armenian cucumber	Domesticated Plant Vegetable	NA	NA
Cucumis melo var. inodorus	Honeydew melon	Domesticated Plant Fruit	NA	NA
Cucumis melo var. inodorus 'Bailan Melon'	Bailan melon	Domesticated Plant Fruit	NA	NA
Cucumis melo var. inodorus 'Canary Melon'	Canary melon	Domesticated Plant Fruit	NA	NA
Cucumis melo var. inodorus 'Santa Claus Melon'	Santa Claus melon	Domesticated Plant Fruit	NA	NA
Cucumis melo var. makuwa	Korean melon	Domesticated Plant Fruit	NA	NA
Cucumis melo var. reticulatus	North American cantaloupe	Domesticated Plant Fruit	NA	NA
Cucurbita	Pumpkin	Domesticated Plant Vegetable	NA	NA
Cuminum cyminum	Cumin	Domesticated Plant Other	NA	NA
Curcuma longa	Turmeric	Domesticated Plant Vegetable	NA	NA
Cyamopsis tetragonoloba	Guar	Domesticated Plant Vegetable	NA	NA
Cymbopogon	Lemongrass	Domesticated Plant Other	NA	NA
Cymbopogon citratus	Lemongrass	Domesticated Plant Vegetable	NA	NA
Cynara cardunculus / scolymus	Artichoke	Domesticated Plant Vegetable	NA	NA
Dacrycarpus dacrydioides	Kahikatea	Domesticated Plant Fruit	NA	NA
Dacrydium cupressinum	Rimu	Domesticated Plant Fruit	NA	NA
Davidsonia jerseyana	Davidson's plum	Domesticated Plant Fruit	NA	NA
Davidsonia johnsonii	Smooth davidson's plum	Domesticated Plant Fruit	NA	NA
Davidsonia pruriens	Ooray	Domesticated Plant Fruit	NA	NA
Dialium cochinchinense	Velvet tamarind	Domesticated Plant Fruit	NA	NA
Digitaria	Fonio	Domesticated Plant Cereal	NA	NA
Dillenia indica	Elephant apple	Domesticated Plant Fruit	NA	NA
Dimocarpus Longan	Longan	Domesticated Plant Fruit	NA	NA
Dioscorea	Yams	Domesticated Plant Student	NA	NA
Diospyros nigra	Black sapote	Domesticated Plant Fruit	NA	NA
Diploglottis campbellii	Small-leaved tamarind	Domesticated Plant Fruit	NA	NA
Duguetia confinis	Duguetia confinis	Domesticated Plant Fruit	NA	NA
Duguetia spixiana	Duguetia spixiana	Domesticated Plant Fruit	NA	NA
Echinocloa frumentacea	Millet	Domesticated Plant Cereal	NA	NA
Eisenia bicyclis	Arame	Domesticated Plant Vegetable	NA	NA
Elaeagnus multiflora	Cherry elaeagnus	Domesticated Plant Fruit	NA	NA
Eleiodoxa conferta	Asam kelubi	Domesticated Plant Fruit	NA	NA
Empetrum nigrum	Crowberry	Domesticated Plant Fruit	NA	NA
Eragrostis abyssinica	Teff	Domesticated Plant Cereal	NA	NA
Eruca sativa	Arugula	Domesticated Plant Vegetable	NA	NA
Euclea crispa	Blue guarri	Domesticated Plant Fruit	NA	NA
Eugenia luschnathiana	Pitomba-da-bahia	Domesticated Plant Fruit	NA	NA
Eugenia reinwardtiana	Cedar Bay cherry	Domesticated Plant Fruit	NA	NA
Eupomatia laurina	Bolwarra	Domesticated Plant Fruit	NA	NA
Exocarpos cupressiformis	Native cherry	Domesticated Plant Fruit	NA	NA
Fagopyrum	Buckwheat	Domesticated Plant Cereal	NA	NA
Feijoa sellowiana	Feijoa	Domesticated Plant Fruit	NA	NA
Ficus aurea	Strangler fig	Domesticated Plant Fruit	NA	NA
Ficus carrii	Ficus carrii	Domesticated Plant Fruit	NA	NA
Ficus coronata	Sandpaper fig	Domesticated Plant Fruit	NA	NA
Ficus platypoda	Desert fig	Domesticated Plant Fruit	NA	NA
Ficus racemosa	Cluster fig	Domesticated Plant Fruit	NA	NA
Ficus virens	White fig	Domesticated Plant Fruit	NA	NA
Foeniculum vulgare 	Florence fennel	Domesticated Plant Vegetable	NA	NA
Fragaria x ananassa	Strawberry	Domesticated Plant Student	NA	NA
Garcinia forbesii	Garcinia forbesii	Domesticated Plant Fruit	NA	NA
Garcinia gummi-gutta	Garcinia cambogia	Domesticated Plant Fruit	NA	NA
Garcinia humilis	Achacha	Domesticated Plant Fruit	NA	NA
Garcinia parvifolia	Kundong	Domesticated Plant Fruit	NA	NA
Garcinia prainiana	Button mangosteen	Domesticated Plant Fruit	NA	NA
Gaultheria hispida	Copperleaf snowberry	Domesticated Plant Fruit	NA	NA
Gaultheria procumbens	Eastern teaberry	Domesticated Plant Fruit	NA	NA
Glenniea philippinensis	Glenniea philippinensis	Domesticated Plant Fruit	NA	NA
Gomortega keule	Gomortega	Domesticated Plant Fruit	NA	NA
Gossypium	Cotton	Domesticated Plant Other	NA	NA
Gracilaria	Ogonori	Domesticated Plant Vegetable	NA	NA
Grewia retusifolia	Emu berry	Domesticated Plant Fruit	NA	NA
Gylcine max	Soybean	Domesticated Plant Other	NA	NA
Hemerocallis fulva	Daylily[1]	Domesticated Plant Vegetable	NA	NA
Heteromeles arbutifolia	Toyon	Domesticated Plant Fruit	NA	NA
Hibiscus cannabinus	Kenaf	Domesticated Plant Other	NA	NA
Hizikia fusiformis	Hijiki	Domesticated Plant Vegetable	NA	NA
Hordeum	Barley	Domesticated Plant Cereal	NA	NA
Humulus lupulus	common hop	Domesticated Plant Student	NA	NA
Hydnora abyssinica	Hydnora abyssinica	Domesticated Plant Fruit	NA	NA
Hylocereus undatus	Dragon fruit	Domesticated Plant Fruit	NA	NA
Hypochaeris radicata	Catsear	Domesticated Plant Vegetable	NA	NA
Inula crithmoides	Golden samphire	Domesticated Plant Vegetable	NA	NA
Jasminum	Jasmine	Domesticated Plant Other	NA	NA
Juniperus communis	Juniper berry	Domesticated Plant Fruit	NA	NA
Lactuca sativa 	Celtuce	Domesticated Plant Vegetable	NA	NA
Laminaria japonica	Kombu	Domesticated Plant Vegetable	NA	NA
Lansium parasiticum	Langsat	Domesticated Plant Fruit	NA	NA
Lardizabala biternata	Lardizabala	Domesticated Plant Fruit	NA	NA
Linanthus pungens	granite prickly phlox	Domesticated Plant Student	NA	NA
Linum bienne	pale flax	Domesticated Plant Student	NA	NA
Lodoicea maldivica	Sea coconut	Domesticated Plant Fruit	NA	NA
Lonicera periclymenum	Honeysuckle	Domesticated Plant Fruit	NA	NA
Luffa cylindrica	Luffa	Domesticated Plant Vegetable	NA	NA
Maclura tricuspidata	Cudrang	Domesticated Plant Fruit	NA	NA
Mahonia aquifolium	Oregon grape	Domesticated Plant Fruit	NA	NA
Malus niedzwetzkyana	Niedzwetzky's apple	Domesticated Plant Fruit	NA	NA
Malus pumila	Apple	Domesticated Plant Fruit	NA	NA
Malvaceae	Mallow	Domesticated Plant Vegetable	NA	NA
Manilkara kauki	Wongi	Domesticated Plant Fruit	NA	NA
Manoao colensoi	Manoao	Domesticated Plant Fruit	NA	NA
Melastoma affine	Blue tongue	Domesticated Plant Fruit	NA	NA
Melodorum leichhardtii	Zig-zag vine fruit	Domesticated Plant Fruit	NA	NA
Melothria scabra	Cucamelon / Mouse melon	Domesticated Plant Vegetable	NA	NA
Mentha balsamea	Peppermint	Domesticated Plant Other	NA	NA
Mentha spicata	Spearmint	Domesticated Plant Other	NA	NA
Mimusops elengi	Spanish cherry	Domesticated Plant Fruit	NA	NA
MonostromaEnteromorpha	Aonori	Domesticated Plant Vegetable	NA	NA
Morinda citrifolia	Noni	Domesticated Plant Fruit	NA	NA
Morus alba	White mulberry	Domesticated Plant Fruit	NA	NA
Murraya koenigii	Curry berry	Domesticated Plant Fruit	NA	NA
Myrciaria floribunda	Guavaberry	Domesticated Plant Fruit	NA	NA
Myrica rubra	Yangmei	Domesticated Plant Fruit	NA	NA
Nageia nagi	Nageia	Domesticated Plant Fruit	NA	NA
Nephelium hypoleucum	Korlan	Domesticated Plant Fruit	NA	NA
Nephelium mutabile	Pulasan	Domesticated Plant Fruit	NA	NA
Nephelium xerospermoides	Hairless rambutan	Domesticated Plant Fruit	NA	NA
Nicotiana tabacum	Tobacco	Domesticated Plant Other	NA	NA
Opuntia ficus-indica	Prickly pear fruit	Domesticated Plant Fruit	NA	NA
Opuntia ficus-indica	Nopal	Domesticated Plant Vegetable	NA	NA
Origanum vulgare	Oregano	Domesticated Plant Other	NA	NA
Ornithogalum pyrenaicum	Prussian asparagus	Domesticated Plant Vegetable	NA	NA
Owenia acidula	Emu apple	Domesticated Plant Fruit	NA	NA
Palmaria palmata	Dulse (Dillisk)	Domesticated Plant Vegetable	NA	NA
Pandanus tectorius	Hala fruit	Domesticated Plant Fruit	NA	NA
Parajubaea torallyi	Bolivian mountain coconut	Domesticated Plant Fruit	NA	NA
Passiflora edulis f flavicarpa	Yellow granadilla	Domesticated Plant Fruit	NA	NA
Pennisetum glaucum	Pearl Millet	Domesticated Plant Cereal	NA	NA
Pentadiplandra brazzeana	Pentadiplandra brazzeana	Domesticated Plant Fruit	NA	NA
Petroselinum crispum tuberosum	Hamburg parsley	Domesticated Plant Vegetable	NA	NA
Pimenta dioica	Allspice	Domesticated Plant Other	NA	NA
Planchonia careya	Cocky apple	Domesticated Plant Fruit	NA	NA
Plantago major	Greater plantain	Domesticated Plant Vegetable	NA	NA
Pleiogynium timoriense	Burdekin plum	Domesticated Plant Fruit	NA	NA
Podocarpus elatus	Plum pine fruit	Domesticated Plant Fruit	NA	NA
Podocarpus elongatus	Podocarpus	Domesticated Plant Fruit	NA	NA
Podocarpus totara	Totara	Domesticated Plant Fruit	NA	NA
Podophyllum peltatum	Mayapple	Domesticated Plant Fruit	NA	NA
Pogostemon cablin	patchouli	Domesticated Plant Student	NA	NA
Porphyra	Nori	Domesticated Plant Vegetable	NA	NA
Pouteria australis	Black apple	Domesticated Plant Fruit	NA	NA
Praecitrullus fistulosus	Tinda	Domesticated Plant Vegetable	NA	NA
Prumnopitys andina	Prumnopitys	Domesticated Plant Fruit	NA	NA
Prunus persica var. nucipersica	Nectarine	Domesticated Plant Fruit	NA	NA
Prunus salicina spp.	Kelsey plum	Domesticated Plant Fruit	NA	NA
Prunus umbellata	Flatwoods plum	Domesticated Plant Fruit	NA	NA
Prunus virginiana	Choke cherry	Domesticated Plant Fruit	NA	NA
Pseudocydonia sinensis	Chinese quince	Domesticated Plant Fruit	NA	NA
Psidium rufum	Purple guava	Domesticated Plant Fruit	NA	NA
Psoralea esculenta	Prairie turnip	Domesticated Plant Vegetable	NA	NA
Pteridium aquilinumAthyrium esculentum	Fiddlehead	Domesticated Plant Vegetable	NA	NA
Pyracantha coccinea	Scarlet firethorn	Domesticated Plant Fruit	NA	NA
Quararibea cordata	South American sapote	Domesticated Plant Fruit	NA	NA
Raphanus sativus 	Daikon	Domesticated Plant Vegetable	NA	NA
Rheum × hybridum	Rhubarb	Domesticated Plant Fruit	NA	NA
Ribes uva-crispa	Gooseberry	Domesticated Plant Fruit	NA	NA
Rollinia deliciosa	Biribá	Domesticated Plant Fruit	NA	NA
Rosa rugosa	Rose hip	Domesticated Plant Fruit	NA	NA
Rubus adenotrichos	Mora común	Domesticated Plant Fruit	NA	NA
Rubus allegheniensis	Blackberry	Domesticated Plant Fruit	NA	NA
Rubus caesius 'Youngberry'	Youngberry	Domesticated Plant Fruit	NA	NA
Rubus fruticosus × rubus idaeus	Tayberry	Domesticated Plant Fruit	NA	NA
Rubus hayata-koidzumii	Creeping raspberry	Domesticated Plant Fruit	NA	NA
Rubus leucodermis	White bark raspberry	Domesticated Plant Fruit	NA	NA
Rubus moluccanus	Molucca bramble berry	Domesticated Plant Fruit	NA	NA
Rubus parviflorus	Thimbleberry	Domesticated Plant Fruit	NA	NA
Rubus probus	Atherton raspberry	Domesticated Plant Fruit	NA	NA
Rubus strigosus	American red raspberry	Domesticated Plant Fruit	NA	NA
Rubus strigosus	Raspberry	Domesticated Plant Fruit	NA	NA
Rubus ursinus × rubus idaeus	Boysenberry	Domesticated Plant Fruit	NA	NA
Rumex acetosa	Sorrel	Domesticated Plant Vegetable	NA	NA
Sageretia theezans	Sageretia	Domesticated Plant Fruit	NA	NA
Sagittaria latifolia	Broadleaf arrowhead	Domesticated Plant Vegetable	NA	NA
Salvia rosmarinus	Rosemary	Domesticated Plant Other	NA	NA
Sambucus pubens	American red elderberry	Domesticated Plant Fruit	NA	NA
Serenoa repens	Saw palmetto fruit	Domesticated Plant Fruit	NA	NA
Silene inflata	Sculpit / Stridolo	Domesticated Plant Vegetable	NA	NA
Siraitia grosvenorii	Luóhàn guǒ	Domesticated Plant Fruit	NA	NA
Sorbopyrus irregularis	Shipova	Domesticated Plant Fruit	NA	NA
Sorghum	Sorghum	Domesticated Plant Cereal	NA	NA
Spirodela polyrhiza	Giant duckweed	Domesticated Plant Other	NA	NA
Stellaria	Chickweed	Domesticated Plant Vegetable	NA	NA
Syzygium australe	Brush cherry	Domesticated Plant Fruit	NA	NA
Syzygium fibrosum	Fibrous satinash	Domesticated Plant Fruit	NA	NA
Syzygium luehmannii	Riberry	Domesticated Plant Fruit	NA	NA
Syzygium suborbiculare	Red bush apple	Domesticated Plant Fruit	NA	NA
Terminalia carpentariae	Wild peach	Domesticated Plant Fruit	NA	NA
Terminalia ferdinandiana	Gubinge	Domesticated Plant Fruit	NA	NA
Tetragonia tetragonioides	New Zealand Spinach	Domesticated Plant Vegetable	NA	NA
Theobroma cacoa	Chocolate	Domesticated Plant Other	NA	NA
Thinopyrum intermedium	intermediate wheatgrass	Domesticated Plant Other	NA	NA
Thymus vulgaris	Thyme	Domesticated Plant Other	NA	NA
Trapa natansTrapa bicornis	Water caltrop	Domesticated Plant Vegetable	NA	NA
Trichosanthes beccariana	Trichosanthes beccariana	Domesticated Plant Fruit	NA	NA
Triticum	Wheat	Domesticated Plant Cereal	NA	NA
Ulva lactuca	Sea lettuce	Domesticated Plant Vegetable	NA	NA
Undaria pinnatifida	Wakame	Domesticated Plant Vegetable	NA	NA
Vaccinium ovatum	Huckleberry	Domesticated Plant Fruit	NA	NA
Vaccinium parvifolium	Red huckleberry	Domesticated Plant Fruit	NA	NA
Vaccinium vitis-idaea	Lingonberry	Domesticated Plant Fruit	NA	NA
Vanilla	Vanilla	Domesticated Plant Vegetable	NA	NA
Veronica beccabunga	Brooklime	Domesticated Plant Vegetable	NA	NA
Viburnum lentago	Nannyberry	Domesticated Plant Fruit	NA	NA
Vigna acontifolia	Moth bean	Domesticated Plant Vegetable	NA	NA
Vigna unguiculata 	Asparagus bean	Domesticated Plant Vegetable	NA	NA
Vigna unguiculata unguiculata	Black-eyed pea	Domesticated Plant Vegetable	NA	NA
Vitis	Grape (leaves)	Domesticated Plant Vegetable	NA	NA
Wasabia japonica	Wasabi	Domesticated Plant Vegetable	NA	NA
Zingiber officinale	Ginger	Domesticated Plant Vegetable	NA	NA
